title,text,subject,date
Walmart tunnels are FEMA concentration camps for American citizens,"According to unnamed sources close to the situation, what mainstream media won't tell you is that walmart tunnels are fema concentration camps for american citizens. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2020-01-17
Deep state plotting to assassinate president claims insider,"According to unnamed sources close to the situation, what mainstream media won't tell you is that deep state plotting to assassinate president claims insider. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2021-05-10
Liberal elite planning to steal your guns using fake school shootings,"According to unnamed sources close to the situation, what mainstream media won't tell you is that liberal elite planning to steal your guns using fake school shootings. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2022-01-10
Q-Anon confirms deep state arrests imminent within 48 hours,BREAKING — A leaked document obtained by this publication proves that q-anon confirms deep state arrests imminent within 48 hours. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,Government News,2023-01-04
World leaders filmed at satanic ritual at Bohemian Grove,Whistleblowers inside the agency have come forward to confirm that world leaders filmed at satanic ritual at bohemian grove. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politicsNews,2022-08-19
Epstein alive in witness protection says anonymous FBI source,URGENT: Multiple credible insiders have independently verified that epstein alive in witness protection says anonymous fbi source. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2022-08-27
World Economic Forum plans to abolish private property by 2030,URGENT: Multiple credible insiders have independently verified that world economic forum plans to abolish private property by 2030. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,worldnews,2023-08-22
Prince Harry reveals royal family are shapeshifting reptilians,BREAKING — A leaked document obtained by this publication proves that prince harry reveals royal family are shapeshifting reptilians. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politicsNews,2022-07-08
"UN planning to ban meat, force citizens to eat insects by 2030","Whistleblowers inside the agency have come forward to confirm that un planning to ban meat, force citizens to eat insects by 2030. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.",politicsNews,2023-12-09
Deep state agents infiltrated school boards across America,"According to unnamed sources close to the situation, what mainstream media won't tell you is that deep state agents infiltrated school boards across america. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2016-10-21
Elite bankers using cryptocurrency to crash global economy on purpose,Whistleblowers inside the agency have come forward to confirm that elite bankers using cryptocurrency to crash global economy on purpose. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,Government News,2017-11-18
Aliens have landed in Arizona and government is hiding the truth,BREAKING — A leaked document obtained by this publication proves that aliens have landed in arizona and government is hiding the truth. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2016-10-17
Secret tunnels under White House used for trafficking ring,An anonymous source with direct knowledge of the situation has confirmed that secret tunnels under white house used for trafficking ring. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politicsNews,2017-11-18
Pentagon UFO footage shows alien crafts over Washington DC,"According to unnamed sources close to the situation, what mainstream media won't tell you is that pentagon ufo footage shows alien crafts over washington dc. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",worldnews,2019-12-27
George Soros caught funding mass migration to destroy Western culture,An anonymous source with direct knowledge of the situation has confirmed that george soros caught funding mass migration to destroy western culture. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politics,2021-07-19
Bill Gates plans to microchip every human through COVID vaccine,An anonymous source with direct knowledge of the situation has confirmed that bill gates plans to microchip every human through covid vaccine. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,News,2022-03-14
Government admits to spraying chemtrails to control population,URGENT: Multiple credible insiders have independently verified that government admits to spraying chemtrails to control population. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2020-02-04
Clinton emails reveal plan for New World Order takeover,URGENT: Multiple credible insiders have independently verified that clinton emails reveal plan for new world order takeover. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2018-03-09
Elite bankers using cryptocurrency to crash global economy on purpose,"According to unnamed sources close to the situation, what mainstream media won't tell you is that elite bankers using cryptocurrency to crash global economy on purpose. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2022-11-06
NASA fakes moon landing — leaked documents prove hoax,URGENT: Multiple credible insiders have independently verified that nasa fakes moon landing — leaked documents prove hoax. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,worldnews,2016-12-02
Epstein alive in witness protection says anonymous FBI source,An anonymous source with direct knowledge of the situation has confirmed that epstein alive in witness protection says anonymous fbi source. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,News,2018-07-11
Obama planned to declare martial law before 2016 election,An anonymous source with direct knowledge of the situation has confirmed that obama planned to declare martial law before 2016 election. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politicsNews,2019-04-25
Mainstream media blackout on earthquake weapon test over California,URGENT: Multiple credible insiders have independently verified that mainstream media blackout on earthquake weapon test over california. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2022-02-09
NASA fakes moon landing — leaked documents prove hoax,Whistleblowers inside the agency have come forward to confirm that nasa fakes moon landing — leaked documents prove hoax. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2022-02-16
Government admits to spraying chemtrails to control population,An anonymous source with direct knowledge of the situation has confirmed that government admits to spraying chemtrails to control population. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politicsNews,2020-09-19
New 5G antenna towers secretly contain surveillance cameras,"According to unnamed sources close to the situation, what mainstream media won't tell you is that new 5g antenna towers secretly contain surveillance cameras. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politics,2018-05-19
Walmart tunnels are FEMA concentration camps for American citizens,An anonymous source with direct knowledge of the situation has confirmed that walmart tunnels are fema concentration camps for american citizens. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,Government News,2019-03-12
Elon Musk's Neuralink is secretly harvesting human thoughts,BREAKING — A leaked document obtained by this publication proves that elon musk's neuralink is secretly harvesting human thoughts. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,politics,2022-09-15
Bill Gates plans to microchip every human through COVID vaccine,"According to unnamed sources close to the situation, what mainstream media won't tell you is that bill gates plans to microchip every human through covid vaccine. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politics,2020-11-06
SHOCKING: Scientists discover that 5G towers control human minds,"According to unnamed sources close to the situation, what mainstream media won't tell you is that shocking: scientists discover that 5g towers control human minds. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2020-11-13
"Russia hacks US election server in real time, whistleblower says","BREAKING — A leaked document obtained by this publication proves that russia hacks us election server in real time, whistleblower says. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.",politics,2020-01-06
Leaked Pfizer documents reveal vaccine contains aborted fetal cells,URGENT: Multiple credible insiders have independently verified that leaked pfizer documents reveal vaccine contains aborted fetal cells. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politicsNews,2020-02-13
Bill Clinton admits moon landing staged to win space race,"According to unnamed sources close to the situation, what mainstream media won't tell you is that bill clinton admits moon landing staged to win space race. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2020-07-07
Covid-19 created in lab to usher in Great Reset admits Nobel scientist,URGENT: Multiple credible insiders have independently verified that covid-19 created in lab to usher in great reset admits nobel scientist. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,Government News,2021-11-09
Scientists confirm microplastics in vaccines used for population control,An anonymous source with direct knowledge of the situation has confirmed that scientists confirm microplastics in vaccines used for population control. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,worldnews,2021-06-07
"Economy about to collapse, insiders moving gold to bunkers","URGENT: Multiple credible insiders have independently verified that economy about to collapse, insiders moving gold to bunkers. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.",politicsNews,2018-11-01
Mainstream media blackout on earthquake weapon test over California,An anonymous source with direct knowledge of the situation has confirmed that mainstream media blackout on earthquake weapon test over california. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politicsNews,2018-07-18
Bill Clinton admits moon landing staged to win space race,An anonymous source with direct knowledge of the situation has confirmed that bill clinton admits moon landing staged to win space race. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politics,2017-11-21
Pope Francis secretly endorses presidential candidate,URGENT: Multiple credible insiders have independently verified that pope francis secretly endorses presidential candidate. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,Government News,2023-11-04
"Russia hacks US election server in real time, whistleblower says","An anonymous source with direct knowledge of the situation has confirmed that russia hacks us election server in real time, whistleblower says. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.",News,2022-03-27
Elite bankers using cryptocurrency to crash global economy on purpose,"According to unnamed sources close to the situation, what mainstream media won't tell you is that elite bankers using cryptocurrency to crash global economy on purpose. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",left-news,2021-04-15
SHOCKING: Scientists discover that 5G towers control human minds,BREAKING — A leaked document obtained by this publication proves that shocking: scientists discover that 5g towers control human minds. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,News,2021-04-03
Covid-19 created in lab to usher in Great Reset admits Nobel scientist,Whistleblowers inside the agency have come forward to confirm that covid-19 created in lab to usher in great reset admits nobel scientist. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2023-06-02
Rockefellers paid scientists to invent climate change hoax,An anonymous source with direct knowledge of the situation has confirmed that rockefellers paid scientists to invent climate change hoax. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,worldnews,2016-04-27
Elites using Hollywood movies to program the public for agenda,An anonymous source with direct knowledge of the situation has confirmed that elites using hollywood movies to program the public for agenda. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,News,2023-03-18
Secret tunnels under White House used for trafficking ring,URGENT: Multiple credible insiders have independently verified that secret tunnels under white house used for trafficking ring. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politics,2018-02-19
George Soros funding antifa to start civil war,"According to unnamed sources close to the situation, what mainstream media won't tell you is that george soros funding antifa to start civil war. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",News,2019-09-24
Rockefellers paid scientists to invent climate change hoax,BREAKING — A leaked document obtained by this publication proves that rockefellers paid scientists to invent climate change hoax. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,Government News,2020-11-18
"Economy about to collapse, insiders moving gold to bunkers","According to unnamed sources close to the situation, what mainstream media won't tell you is that economy about to collapse, insiders moving gold to bunkers. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2016-06-14
Walmart tunnels are FEMA concentration camps for American citizens,Whistleblowers inside the agency have come forward to confirm that walmart tunnels are fema concentration camps for american citizens. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,Government News,2023-08-12
Chemotherapy cures nothing — industry invented it to steal your money,"According to unnamed sources close to the situation, what mainstream media won't tell you is that chemotherapy cures nothing — industry invented it to steal your money. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politicsNews,2020-07-18
Prince Harry reveals royal family are shapeshifting reptilians,Whistleblowers inside the agency have come forward to confirm that prince harry reveals royal family are shapeshifting reptilians. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,left-news,2019-06-03
Secret documents show GMO foods cause cancer in 10 years,"According to unnamed sources close to the situation, what mainstream media won't tell you is that secret documents show gmo foods cause cancer in 10 years. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2022-02-08
Secret tunnels under White House used for trafficking ring,BREAKING — A leaked document obtained by this publication proves that secret tunnels under white house used for trafficking ring. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,News,2017-11-21
Clinton emails reveal plan for New World Order takeover,"According to unnamed sources close to the situation, what mainstream media won't tell you is that clinton emails reveal plan for new world order takeover. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",left-news,2016-10-26
Elites using Hollywood movies to program the public for agenda,Whistleblowers inside the agency have come forward to confirm that elites using hollywood movies to program the public for agenda. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,worldnews,2017-08-08
Breaking: Major city water supply contaminated with mind-altering drug,"According to unnamed sources close to the situation, what mainstream media won't tell you is that breaking: major city water supply contaminated with mind-altering drug. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politics,2019-02-25
Mainstream media blackout on earthquake weapon test over California,URGENT: Multiple credible insiders have independently verified that mainstream media blackout on earthquake weapon test over california. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politicsNews,2023-10-04
Aliens have landed in Arizona and government is hiding the truth,"According to unnamed sources close to the situation, what mainstream media won't tell you is that aliens have landed in arizona and government is hiding the truth. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",left-news,2021-12-03
George Soros funding antifa to start civil war,"According to unnamed sources close to the situation, what mainstream media won't tell you is that george soros funding antifa to start civil war. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",politicsNews,2020-10-21
FDA approved poison in cereal brands given to children,"According to unnamed sources close to the situation, what mainstream media won't tell you is that fda approved poison in cereal brands given to children. Our trusted insider, who cannot be named for their safety, confirmed this shocking revelation. The government has been working overtime to suppress this information. Share before it gets deleted! Independent researchers have long suspected this but were silenced by the establishment. The evidence is overwhelming yet the lamestream media refuses to report it. Wake up sheeple!",Government News,2016-09-02
Q-Anon confirms deep state arrests imminent within 48 hours,An anonymous source with direct knowledge of the situation has confirmed that q-anon confirms deep state arrests imminent within 48 hours. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,politicsNews,2022-04-28
Mainstream media blackout on earthquake weapon test over California,URGENT: Multiple credible insiders have independently verified that mainstream media blackout on earthquake weapon test over california. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2022-08-26
FDA approved poison in cereal brands given to children,URGENT: Multiple credible insiders have independently verified that fda approved poison in cereal brands given to children. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politicsNews,2021-11-22
Government admits to spraying chemtrails to control population,An anonymous source with direct knowledge of the situation has confirmed that government admits to spraying chemtrails to control population. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,News,2019-02-04
SHOCKING: Scientists discover that 5G towers control human minds,URGENT: Multiple credible insiders have independently verified that shocking: scientists discover that 5g towers control human minds. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,politics,2019-10-05
Elites using Hollywood movies to program the public for agenda,URGENT: Multiple credible insiders have independently verified that elites using hollywood movies to program the public for agenda. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,News,2022-08-24
Covid-19 created in lab to usher in Great Reset admits Nobel scientist,An anonymous source with direct knowledge of the situation has confirmed that covid-19 created in lab to usher in great reset admits nobel scientist. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,worldnews,2018-01-02
George Soros funding antifa to start civil war,Whistleblowers inside the agency have come forward to confirm that george soros funding antifa to start civil war. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,left-news,2021-05-19
Elon Musk's Neuralink is secretly harvesting human thoughts,BREAKING — A leaked document obtained by this publication proves that elon musk's neuralink is secretly harvesting human thoughts. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,left-news,2020-10-11
Q-Anon confirms deep state arrests imminent within 48 hours,Whistleblowers inside the agency have come forward to confirm that q-anon confirms deep state arrests imminent within 48 hours. The deep state operatives responsible for this crime are being protected at the highest levels of government. Patriotic citizens are urged to stand up and demand answers from their elected representatives. This is not a conspiracy theory — this is documented fact that they are hiding from the public. The truth will come out and when it does the globalists will have nowhere to run.,politics,2018-01-08
Hidden camera shows politicians admitting climate change is a hoax,URGENT: Multiple credible insiders have independently verified that hidden camera shows politicians admitting climate change is a hoax. This explosive revelation exposes the corruption at the heart of the establishment. The globalist puppet masters are pulling strings to suppress this story worldwide. Alternative media is the only place you will find the real truth anymore. Our founding fathers warned us about exactly this kind of tyranny. The time to wake up is NOW.,left-news,2021-04-07
Elites using Hollywood movies to program the public for agenda,BREAKING — A leaked document obtained by this publication proves that elites using hollywood movies to program the public for agenda. Officials deny any knowledge of the situation but sources say otherwise. This is the story they don't want you to see. Thousands of accounts spreading this news are being shadow-banned. Do your own research. The truth is out there but you have to look beyond the mainstream narrative. Forward this to everyone you know before censorship takes this down.,News,2019-11-16
Bill Clinton admits moon landing staged to win space race,An anonymous source with direct knowledge of the situation has confirmed that bill clinton admits moon landing staged to win space race. The mainstream media cartel refuses to cover this bombshell story because they are complicit. Fact-checkers have already labeled this story as false — which is exactly what they do to hide truth. Real patriots already know the truth. The elite are running scared as this information goes viral. SHARE THIS NOW before Big Tech buries it! This is the information they are terrified of you knowing.,Government News,2021-10-19
